region	bytes_sent
AWS/us-east-1	67240680124568
US/Maryland	66827886782775
US/New York	65888438853473
US/California	44631340499094
IR/Fars	19462999607452
US/Massachusetts	10692215213409
TW/Taiwan	7906301641609
CN/Shanghai	7382815522387
GitHub	744088590080
AWS/us-east-2	666618629841
VPN	480322523323
US/Washington	322815339928
AWS/us-west-2	302978134617
US/Texas	273743287202
SG/Singapore	255617404951
CH/Vaud	221432829892
KR/Seoul	214656632581
CA/Quebec	208030933904
US/Georgia	142706485717
CN/Beijing	134672036888
IL/Tel Aviv	130154080402
GB/England	80947907575
US/Florida	67336018444
US/Illinois	55965503702
IT/Lazio	54525393790
CA/Ontario	53792979490
IL/Central District	53585631708
DE/Lower Saxony	45123715751
US/Virginia	33828403412
GCP/us-east1	12657282895
GCP/us-central1	8098247374
HK/Hong Kong	7609214785
CA/British Columbia	5390199692
US/North Carolina	4372060986
AWS/ap-southeast-1	2144535397
GCP/us-west4	2113288049
GCP/us-west1	2074072185
GCP/us-west3	1979700345
GCP/us-east4	1979700345
US/New Jersey	1632679125
JP/Kanagawa	1127458384
US/Pennsylvania	944268164
PA/Panamá	882259442
IN/Maharashtra	815870606
GCP/asia-southeast1	798448444
US/Michigan	714132870
ES/Madrid	485784554
JP/Tokyo	485784554
ES/Catalonia	394782358
GCP/asia-east1	297570666
DE/Berlin	236228897
DE/Saxony	218849518
MX/Mexico City	172590542
CN/Guangdong	172590542
US/Rhode Island	165227936
US/District of Columbia	156033800
IR/Tehran	155442656
US/Indiana	144934176
PT/Lisbon	84394604
CL/Santiago Metropolitan	39966442
TR/Bursa Province	22291168
