region	bytes_sent
US/California	811792108164
CN/Shanghai	394609459665
US/Georgia	376378951317
PT/Lisbon	283385898585
US/Massachusetts	270465647841
US/Pennsylvania	250059074146
US/New York	176369769972
CA/Quebec	143800675593
US/Maryland	142917467538
GB/England	142265534813
HK/Hong Kong	125432066589
US/Utah	110762433276
GCP/us-central1	103719618602
KR/Seoul	101953493396
IN/Karnataka	96538929485
IR/Tehran	94984872154
CN/Beijing	89508569897
GCP/us-east1	64328669815
US/New Jersey	60057028373
FR/Île-de-France	56784603412
AWS/us-east-1	53521633593
US/Virginia	53324167482
US/Illinois	48769345374
US/Missouri	48618552498
AWS/us-east-2	48413899654
US/Connecticut	48372417002
CH/Basel-City	47674682894
GCP/us-east4	46019935511
US/Ohio	45937149367
DE/Berlin	45923248114
CN/Jiangsu	45909708322
NL/North Holland	45909708322
JP/Tokyo	45909708322
DE/Baden-Wurttemberg	45909708322
CN/Guangdong	44664462321
VPN	32083611417
US/Arizona	24199413262
FR/Auvergne-Rhône-Alpes	17955664780
IN/Uttar Pradesh	15701321908
IR/Fars	14565144863
HU/Budapest	13607166804
CA/Ontario	11462891384
CN/Zhejiang	9732652233
CA/British Columbia	5294395590
TW/Taiwan	4529743987
FR/Centre	4449864980
US/North Carolina	3237929996
US/Florida	3032157953
US/Texas	2781660344
HK/Sai Kung	2767244496
GitHub	2762699854
US/Michigan	2708844176
IT/Lazio	2708844176
US/Tennessee	2708844176
US/Minnesota	2708844176
IL/Tel Aviv	1689633469
GCP/asia-southeast1	1378443799
AT/Vienna	456879496
IN/Maharashtra	350394058
US/Rhode Island	319884208
HK/Kwai Tsing	267956048
US/District of Columbia	209658379
DE/Hesse	197038400
US/Indiana	136314582
IT/Apulia	113265910
FI/Uusimaa	78169056
UA/Kyiv City	76617212
CR/San José	52162378
GB/Scotland	38167036
CO/Bogota D.C.	27076512
IN/Delhi	12144612
