region	bytes_sent
US/Georgia	3793874828
US/Pennsylvania	3192265032
US/New York	2963015506
US/California	2933523498
GCP/us-central1	2703574824
GCP/asia-east1	2089585992
GCP/us-east1	2038620480
GCP/europe-west4	2038620480
GCP/us-west1	1936689456
CN/Shanghai	1666045369
GitHub	1362704601
GCP/asia-southeast1	1325103312
HK/Hong Kong	1287049209
GB/England	1151783928
GCP/us-west4	968344728
KR/Seoul	889515168
VPN	786920504
CA/Ontario	719488681
GCP/us-east4	662551656
DE/Baden-Wurttemberg	565426008
US/Colorado	560620632
US/Massachusetts	555815256
TW/Taiwan	457488264
AWS/us-east-2	442158352
AWS/us-east-1	418931576
US/Michigan	418004826
US/Washington	407724096
US/Indiana	356758584
IR/Fars	338904757
CA/Quebec	335787064
US/Maryland	311157936
CN/Zhejiang	302483704
CN/Beijing	297970952
FR/Île-de-France	253626216
US/Virginia	229176508
JP/Tokyo	228814912
CN/Guangdong	206264736
AWS/us-west-2	203862048
DE/Berlin	203862048
PT/Lisbon	160104600
US/Connecticut	152896536
GB/Scotland	152896536
NL/South Holland	152896536
US/North Carolina	101931024
US/Florida	101931024
US/New Jersey	101931024
IL/Tel Aviv	101931024
FR/Provence-Alpes-Côte d'Azur	101931024
IL/Central District	101931024
HK/Sham Shui Po	101931024
CA/British Columbia	101931024
CH/Vaud	101931024
IL/Haifa	101931024
DE/North Rhine-Westphalia	100729680
US/Ohio	77188124
FR/Auvergne-Rhône-Alpes	50965512
US/Iowa	50965512
DE/Bremen	50965512
CH/Geneva	50965512
GCP/europe-west1	50965512
BE/Flanders	50965512
US/Oregon	50965512
AWS/ap-southeast-2	50965512
US/Tennessee	50965512
AU/Victoria	50965512
IN/West Bengal	50965512
AU/New South Wales	50965512
GCP/us-west3	50965512
AU/Queensland	50965512
IN/Karnataka	50965512
IT/Trentino-Alto Adige	50965512
JP/Chiba	50965512
HU/Budapest	50965512
IN/Assam	50965512
JP/Osaka	50965512
NL/North Holland	50965512
SG/Singapore	50965512
TR/Ankara	50965512
TR/Istanbul	50965512
DE/Bavaria	49764168
IN/Maharashtra	49764168
US/Texas	21435572
IT/Apulia	19180236
RU/Moscow	15617472
AWS/ap-southeast-1	15617472
US/Rhode Island	3604032
VN/Ho Chi Minh	1201344
VN/Kiên Giang Province	1201344
