region	bytes_sent
US/California	1896713899095
CA/Quebec	1760556398262
CA/Ontario	1162119277462
CN/Shanghai	1151084032976
US/New York	797020659470
CN/Beijing	635203018670
US/Massachusetts	541674105448
GB/England	533088847029
US/Texas	483180315702
IT/Piedmont	455925402152
CN/Guangdong	421578504172
US/West Virginia	320818982644
SE/Stockholm	286682473287
US/Wisconsin	283735020276
US/Iowa	283712872856
CH/Zurich	253836500382
GCP/us-west1	249836813781
CN/Tianjin	216132884910
VPN	215005830549
AWS/us-east-1	191007432852
US/Washington	188723636221
NL/North Holland	183579565909
US/New Jersey	181109826295
US/Oregon	180379448625
HK/Hong Kong	171551129229
US/Utah	170912457126
IL/Tel Aviv	159288145702
AU/New South Wales	143632817740
AU/South Australia	142004704799
DE/North Rhine-Westphalia	141951461493
US/Indiana	141878472310
NO/Trøndelag	141861262091
US/Georgia	141856436428
CN/Fujian	141856436428
US/New Mexico	141856436428
US/Colorado	141763657664
CN/Yunnan	130384779454
GitHub	106540723865
CN/Zhejiang	74057481309
CH/Vaud	58337617805
AWS/us-east-2	57834799468
CH/Geneva	39469148619
US/Missouri	29394187417
US/Florida	21472108391
AWS/ap-southeast-1	11419771672
US/Maryland	8866318514
JP/Tokyo	8152235876
CA/British Columbia	5833943256
GCP/us-central1	5569962730
FR/Île-de-France	5254095573
ZA/Western Cape	5193543305
GCP/us-east1	3900035627
DE/Thuringia	1601436124
JP/Osaka	1311905995
US/Minnesota	1240800695
NO/Oslo	779584190
DE/Hesse	727720206
UA/Kyiv City	700263240
IT/Lombardy	584309512
ES/Catalonia	382815122
IN/Punjab	274884065
PT/Lisbon	248574600
US/Maine	173784475
US/Arizona	142560588
US/Virginia	134839875
AWS/us-west-2	123147222
IN/Maharashtra	107372087
NO/Vestland	92776872
US/District of Columbia	66834378
KR/Seoul	62122169
GCP/us-east4	61948611
US/Louisiana	59548951
US/Rhode Island	59527641
US/Pennsylvania	56647319
RU/Moscow	52311154
CY/Nicosia	47542018
US/Vermont	41873179
HU/Csongrád	41143735
GCP/us-west4	39685094
ES/Madrid	38919490
IT/Emilia-Romagna	38620148
US/South Dakota	37222836
BR/Santa Catarina	36837541
CA/Alberta	36804772
TW/Taiwan	36804772
DE/Lower Saxony	36804772
JP/Aichi	36804772
JP/Ishikawa	36804772
AR/Buenos Aires F.D.	36804772
PT/Braga	30278306
US/Delaware	22035882
GCP/asia-east1	19842547
IT/The Marches	18847376
JP/Chiba	17701783
VN/Ho Chi Minh	16155356
VN/Kiên Giang Province	16155356
US/Illinois	15139153
HK/Central and Western	15139153
unknown	15139153
ES/Basque Country	14229003
NZ/Otago	13607735
