asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-510078/sub-510078_ses-20200604T191336_behavior+ophys.nwb	4730059196	371	92	29
sub-505560/sub-505560_ses-20200511T173947_behavior+ophys.nwb	1383432416	378	101	34
sub-503930/sub-503930_ses-20200530T170807_behavior+ophys.nwb	1053709009	397	120	35
sub-503930/sub-503930_ses-20200606T162845_behavior+ophys.nwb	1286788079	377	95	34
sub-465231/sub-465231_ses-20190617T212633_behavior+ophys.nwb	7374443628	496	113	37
sub-510078/sub-510078_ses-20200526T203917_behavior+ophys.nwb	1199837412	386	87	33
sub-463813/sub-463813_ses-20190701T152503_behavior+ophys.nwb	1748065304	489	115	39
sub-467422/sub-467422_ses-20190701T200429_behavior+ophys.nwb	5261782901	713	117	47
sub-509643/sub-509643_ses-20200616T194553_behavior+ophys.nwb	1211977140	383	104	33
sub-460654/sub-460654_ses-20190620T173807_behavior+ophys.nwb	7378696508	659	145	48
sub-503930/sub-503930_ses-20200603T150102_behavior+ophys.nwb	7939875417	446	96	31
sub-510077/sub-510077_ses-20200620T143237_behavior+ophys.nwb	1124386084	357	90	32
sub-510077/sub-510077_ses-20200618T154659_behavior+ophys.nwb	1282523140	385	87	34
sub-467950/sub-467950_ses-20190716T160002_behavior+ophys.nwb	1279235325	530	113	42
sub-465226/sub-465226_ses-20190625T201821_behavior+ophys.nwb	5020983276	597	126	47
sub-509643/sub-509643_ses-20200623T194053_behavior+ophys.nwb	1077486244	336	87	31
sub-467422/sub-467422_ses-20190725T203411_behavior+ophys.nwb	1206104980	575	112	40
sub-525492/sub-525492_ses-20200630T155637_behavior+ophys.nwb	820981113	317	93	28
sub-465231/sub-465231_ses-20190625T181149_behavior+ophys.nwb	7652328661	471	103	32
sub-467422/sub-467422_ses-20190703T180758_behavior+ophys.nwb	10378112289	780	116	50
sub-467950/sub-467950_ses-20190726T161008_behavior+ophys.nwb	1162604526	457	110	42
sub-463813/sub-463813_ses-20190626T152535_behavior+ophys.nwb	1265955312	463	105	35
sub-509643/sub-509643_ses-20200620T162300_behavior+ophys.nwb	3645178808	389	91	31
sub-509643/sub-509643_ses-20200624T175436_behavior+ophys.nwb	940468129	376	93	32
sub-510078/sub-510078_ses-20200529T164742_behavior+ophys.nwb	2180276980	403	91	37
sub-463813/sub-463813_ses-20190708T154702_behavior+ophys.nwb	1476428729	447	105	33
sub-525492/sub-525492_ses-20200701T145251_behavior+ophys.nwb	762515011	372	94	37
sub-460654/sub-460654_ses-20190611T181840_behavior+ophys.nwb	5828581704	2198	235	65
sub-509510/sub-509510_ses-20200511T193455_behavior+ophys.nwb	1235403232	463	110	43
sub-503930/sub-503930_ses-20200605T170925_behavior+ophys.nwb	2262386440	387	93	29
sub-505560/sub-505560_ses-20200515T152153_behavior+ophys.nwb	1374335748	377	91	32
sub-509510/sub-509510_ses-20200513T150449_behavior+ophys.nwb	1108573229	361	91	32
sub-510077/sub-510077_ses-20200623T180624_behavior+ophys.nwb	1029214220	321	78	31
sub-465226/sub-465226_ses-20190702T214625_behavior+ophys.nwb	7197954632	495	108	39
sub-509641/sub-509641_ses-20200610T160754_behavior+ophys.nwb	5478187746	408	96	34
sub-509510/sub-509510_ses-20200514T144329_behavior+ophys.nwb	1122772044	403	95	32
sub-460654/sub-460654_ses-20190617T191008_behavior+ophys.nwb	2096351552	606	133	39
sub-463813/sub-463813_ses-20190625T153257_behavior+ophys.nwb	1355636280	460	109	35
sub-463813/sub-463813_ses-20190624T154032_behavior+ophys.nwb	1330488998	753	122	42
sub-529404/sub-529404_ses-20200723T162052_behavior+ophys.nwb	967972592	304	84	27
sub-525492/sub-525492_ses-20200713T183238_behavior+ophys.nwb	988216954	327	90	33
sub-465226/sub-465226_ses-20190703T211800_behavior+ophys.nwb	6186434972	515	106	45
sub-465231/sub-465231_ses-20190624T194816_behavior+ophys.nwb	4747162337	419	94	33
sub-465226/sub-465226_ses-20190626T213653_behavior+ophys.nwb	4694552529	478	107	37
sub-509643/sub-509643_ses-20200622T194523_behavior+ophys.nwb	1027236252	375	93	32
sub-467422/sub-467422_ses-20190711T194954_behavior+ophys.nwb	6071723148	387	85	29
sub-510078/sub-510078_ses-20200523T144437_behavior+ophys.nwb	1019704237	328	76	31
sub-509641/sub-509641_ses-20200609T184141_behavior+ophys.nwb	1439526132	432	88	39
sub-465231/sub-465231_ses-20190627T183555_behavior+ophys.nwb	3265182463	433	93	33
sub-467422/sub-467422_ses-20190716T180208_behavior+ophys.nwb	950563211	568	105	41
sub-505560/sub-505560_ses-20200522T153100_behavior+ophys.nwb	1072987204	357	83	29
sub-510077/sub-510077_ses-20200622T181344_behavior+ophys.nwb	887965336	308	69	27
sub-509643/sub-509643_ses-20200618T171453_behavior+ophys.nwb	948742944	426	87	41
sub-505560/sub-505560_ses-20200514T161907_behavior+ophys.nwb	1030767860	348	79	32
sub-467422/sub-467422_ses-20190715T213604_behavior+ophys.nwb	1078832852	457	96	41
sub-509641/sub-509641_ses-20200604T171342_behavior+ophys.nwb	3943021434	397	89	35
