asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-Pa/sub-Pa_ses-20210314T152545_behavior.nwb	5823076244	1761	132	53
sub-Pa/sub-Pa_ses-20210218T172141_behavior.nwb	5112077016	1861	133	54
sub-Bf/sub-Bf_ses-20220831T154326_image.nwb	235794640	402	157	56
sub-Bo/sub-Bo_ses-20220601T173348_image.nwb	98486050	309	149	51
sub-Pa/sub-Pa_ses-20200313T123729.nwb	1328568849	342	138	65
sub-Ye/sub-Ye_ses-20200505T141815_image.nwb	193275992	277	132	46
sub-Bf/sub-Bf_ses-20200911T124728_behavior.nwb	8556181563	2445	170	73
sub-Pa/sub-Pa_ses-20200406T154135_image.nwb	137419040	294	142	47
sub-An/sub-An_ses-20220118T165708_behavior.nwb	6703621644	7853	194	79
sub-Pa/sub-Pa_ses-20210129T182600_behavior.nwb	5435406943	1789	132	52
sub-Re/sub-Re_ses-20220906T122137_image.nwb	160995754	283	142	45
sub-Fr/sub-Fr_ses-20220904T054043_image.nwb	176716660	332	150	54
sub-Fr/sub-Fr_ses-20220120T113337_behavior.nwb	5109335596	2325	139	55
sub-Bf/sub-Bf_ses-20220108T180629_behavior.nwb	15022055409	6241	161	67
sub-Na/sub-Na_ses-20220904T080325_behavior.nwb	1792759998	424	124	56
sub-Pa/sub-Pa_ses-20200407T143854_image.nwb	171966742	316	147	50
sub-Re/sub-Re_ses-20220904T102637_behavior.nwb	3040775912	631	127	51
sub-Sw/sub-Sw_ses-20200412T084303_image.nwb	76136038	285	143	48
sub-Lo/sub-Lo_ses-20200503T094221.nwb	148680548	301	145	49
sub-Ve/sub-Ve_ses-20220202T131620.nwb	1548825940	347	139	62
sub-Sw/sub-Sw_ses-20200430T123202_behavior.nwb	1571048379	714	131	51
sub-Pa/sub-Pa_ses-20200228T102946_image.nwb	640914789	393	147	52
sub-Lo/sub-Lo_ses-20200322T110251.nwb	178121308	304	146	53
sub-Fr/sub-Fr_ses-20210322T152756_image.nwb	132837627	327	149	50
sub-Bf/sub-Bf_ses-20220131T150751_image.nwb	236601760	394	154	55
sub-Bf/sub-Bf_ses-20220126T162425.nwb	2649699796	539	162	76
sub-Fr/sub-Fr_ses-20211109T163547.nwb	615726010	308	142	53
sub-Na/sub-Na_ses-20220111T162024_image.nwb	151266969	307	139	48
sub-Bf/sub-Bf_ses-20211230T171620_image.nwb	319857566	434	161	60
sub-Pa/sub-Pa_ses-20210129T182600.nwb	471024402	283	140	47
sub-Lo/sub-Lo_ses-20200321T133848_image.nwb	116068992	297	143	49
sub-Bf/sub-Bf_ses-20220617T125857.nwb	735825391	342	154	57
sub-Fr/sub-Fr_ses-20220905T055329_behavior.nwb	3143586440	729	129	57
sub-Bf/sub-Bf_ses-20220412T145727_image.nwb	136239875	319	145	51
sub-Bf/sub-Bf_ses-20220617T125857_image.nwb	190153397	341	147	56
sub-Lo/sub-Lo_ses-20200328T113434_behavior.nwb	1527066126	1089	125	56
sub-Ot/sub-Ot_ses-20200425T090349_image.nwb	62046810	282	140	49
sub-Lo/sub-Lo_ses-20220105T114635_behavior.nwb	6599579699	4106	124	56
sub-Pa/sub-Pa_ses-20200501T152057_behavior.nwb	11559981867	7002	129	53
sub-Pa/sub-Pa_ses-20200409T141233.nwb	930124862	290	140	50
sub-Fr/sub-Fr_ses-20220831T060616.nwb	1071447208	305	129	58
sub-Bf/sub-Bf_ses-20220804T162222_image.nwb	143062400	323	143	52
sub-Pa/sub-Pa_ses-20200120T144436.nwb	1197070509	314	137	56
