region	bytes_sent
US/California	52464770627
US/Georgia	43338758853
GCP/us-east1	38989127115
GCP/us-central1	38504330009
US/Colorado	38304806970
AWS/us-east-2	36052966572
GCP/us-west1	29842212205
US/New York	28273619108
GCP/asia-east1	25729163482
CN/Shanghai	20383618479
GCP/us-east4	20177124002
GCP/europe-west4	20126143115
KR/Seoul	19456626305
PT/Lisbon	19195052322
GB/England	17421406177
HK/Hong Kong	17021255895
GitHub	16411297899
US/Washington	16289886951
US/Pennsylvania	15673124037
GCP/us-west4	13880098700
US/Massachusetts	13482595801
GCP/asia-southeast1	11798083895
DE/Baden-Wurttemberg	10410074025
TW/Taiwan	9105370256
CN/Beijing	8633913701
US/Maryland	7645067985
VPN	7520737054
US/Michigan	7220699360
US/Indiana	6339608622
SG/Singapore	6218717559
CA/Ontario	5566714048
HK/Sham Shui Po	5552039480
CN/Guangdong	4906362847
US/North Carolina	4858034545
CN/Zhejiang	4777341183
CH/Geneva	4335485666
CA/Quebec	4221795873
AWS/us-east-1	4180097822
FR/Auvergne-Rhône-Alpes	3473417363
IR/Tehran	3446626587
US/Texas	3178054522
US/Illinois	2872251216
ZA/Western Cape	2776019740
GCP/us-west3	2776019740
GB/Scotland	2776019740
AWS/us-west-2	2776019740
DE/Berlin	2776019740
IL/Haifa	2772627052
JP/Tokyo	2569902349
US/Iowa	2515004461
NL/Overijssel	2272170649
US/Florida	2213877530
US/Virginia	2167113190
CH/Vaud	2137183429
CO/Cundinamarca	2108272511
US/Rhode Island	2085407493
TR/Ankara	2085407493
DE/Bavaria	2085407493
IL/Central District	2082014805
US/New Jersey	2082014805
BE/Flanders	2078622117
IN/Maharashtra	1781580915
TR/Istanbul	1509710779
US/Oregon	1415653569
CA/British Columbia	1401662383
IN/West Bengal	1391402558
US/Connecticut	1391402558
US/Tennessee	1388009870
US/Utah	1388009870
AU/New South Wales	1388009870
IN/Karnataka	1388009870
GR/Attica	1388009870
IN/Uttar Pradesh	1388009870
FR/Provence-Alpes-Côte d'Azur	1388009870
IN/Assam	1105798948
HU/Budapest	914692412
CL/Santiago Metropolitan	772878251
FR/Île-de-France	759008004
NL/North Holland	704182999
IL/Tel Aviv	697397623
IN/Tamil Nadu	697397623
BR/Rio Grande do Sul	694004935
CN/Hainan	694004935
DE/Hesse	694004935
FI/Uusimaa	694004935
GCP/europe-west1	694004935
BE/Brussels Capital	694004935
AWS/ap-southeast-2	694004935
NL/Gelderland	694004935
AU/Queensland	694004935
IN/Rajasthan	694004935
KH/Phnom Penh	694004935
NL/South Holland	694004935
JP/Osaka	694004935
RU/St.-Petersburg	694004935
SA/Eastern Province	694004935
SD/Red Sea	694004935
JP/Kanagawa	694004935
JP/Chiba	694004935
IT/Trentino-Alto Adige	694004935
IL/Jerusalem	694004935
GH/Greater Accra	501890348
IR/Fars	114739604
CA/Manitoba	75868912
IT/Lombardy	43727404
ES/Madrid	37819080
VN/Ho Chi Minh	3392688
VN/Kiên Giang Province	3392688
