asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-error-examples/invalid_asl003/README	11800	40	36	4
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/qmri_vfa/sub-01/fmap/sub-01_acq-tr1_TB1AFI.json	12528	29	28	1
sub-26/sub-26_ses-20250516T215135_icephys.nwb	130024652	266	34	7
sub-95/sub-95_ses-20250516T215327_icephys.nwb	40429812	91	33	6
sub-33/sub-33_ses-20250516T215003_icephys.nwb	127611024	215	36	6
sub-1/sub-1_ses-20250516T215217_icephys.nwb	79790144	215	61	20
sub-11/sub-11_ses-20250516T214724_icephys.nwb	113488268	156	29	6
sub-6/sub-6_ses-20250516T215046_icephys.nwb	160937792	225	46	6
sub-25/sub-25_ses-20250516T215132_icephys.nwb	179598796	608	48	20
sub-37/sub-37_ses-20250516T215016_icephys.nwb	128855676	214	35	6
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm011/sub-cbm011_scans.tsv	2738	37	35	2
sub-9/sub-9_ses-20250516T214718_icephys.nwb	136945316	268	36	7
sub-8/sub-8_ses-20250516T215051_icephys.nwb	125125508	161	35	5
sub-87/sub-87_ses-20250516T215320_icephys.nwb	39778708	76	35	5
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-error-examples/invalid_pet001/participants.tsv	1056	33	32	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm006/eeg/sub-cbm006_task-protmap_events.tsv	42768	27	26	1
sub-2/sub-2_ses-20250516T215036_icephys.nwb	111365744	186	28	6
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/participants.tsv	14400	36	35	1
sub-11/sub-11_ses-20250516T214903_icephys.nwb	135019808	215	36	6
sub-7/sub-7_ses-20250516T214713_icephys.nwb	103911340	154	28	5
sub-36/sub-36_ses-20250516T214354_icephys.nwb	142239396	243	36	7
sub-23/sub-23_ses-20250516T214754_icephys.nwb	156179420	374	41	9
sub-50/sub-50_ses-20250516T215256_icephys.nwb	50374504	153	37	14
sub-53/sub-53_ses-20250516T215258_icephys.nwb	40098296	106	31	7
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/micr_SEMzarr/README	5250	25	24	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-error-examples/invalid_asl003/sub-Sub1/perf/sub-Sub1_m0scan.json	24990	34	33	1
sub-24/sub-24_ses-20250516T214325_icephys.nwb	104965848	154	28	5
sub-38/sub-38_ses-20250516T214830_icephys.nwb	123226724	186	32	6
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/ds000248/participants.json	13272	24	23	1
sub-77/sub-77_ses-20250516T215312_icephys.nwb	42120768	93	35	6
sub-5/sub-5_ses-20250516T215044_icephys.nwb	114438484	237	30	7
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-error-examples/invalid_pet001/sub-01/ses-01/pet/sub-01_ses-01_pet.nii.gz	2193100	26	25	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm004/eeg/sub-cbm004_task-protmap_events.tsv	31488	32	31	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm001/eeg/sub-cbm001_task-protmap_events.tsv	33208	28	27	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm006/sub-cbm006_scans.tsv	2442	33	32	1
sub-35/sub-35_ses-20250516T215157_icephys.nwb	109416604	209	30	6
sub-15/sub-15_ses-20250516T214734_icephys.nwb	186020472	681	47	20
sub-61/sub-61_ses-20250516T215302_icephys.nwb	58112452	184	43	17
sub-29/sub-29_ses-20250516T215142_icephys.nwb	106206712	208	29	6
sub-2/sub-2_ses-20250516T214700_icephys.nwb	109518056	207	28	6
sub-43/sub-43_ses-20250516T215248_icephys.nwb	9405528	38	27	5
sub-30/sub-30_ses-20250516T214811_icephys.nwb	117949192	159	33	5
sub-24/sub-24_ses-20250516T215130_icephys.nwb	155409344	413	39	13
sub-36/sub-36_ses-20250516T215012_icephys.nwb	116799612	157	31	5
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm013/sub-cbm013_scans.tsv	2146	29	28	1
sub-1/sub-1_ses-20250516T214836_icephys.nwb	162917010	314	41	13
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm019/sub-cbm019_scans.tsv	2220	30	29	1
sub-4/sub-4_ses-20250516T214706_icephys.nwb	98081128	153	27	5
sub-27/sub-27_ses-20250516T214946_icephys.nwb	163572768	586	41	18
sub-89/sub-89_ses-20250516T215323_icephys.nwb	40810608	92	34	6
sub-17/sub-17_ses-20250516T214919_icephys.nwb	119219620	212	33	6
sub-3/sub-3_ses-20250516T214703_icephys.nwb	126144072	161	35	5
sub-18/sub-18_ses-20250516T214308_icephys.nwb	125649572	161	35	5
sub-37/sub-37_ses-20250516T214828_icephys.nwb	122262552	214	35	6
sub-35/sub-35_ses-20250516T214352_icephys.nwb	99915352	153	27	5
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/micr_SEMzarr/sub-01/sub-01_sessions.tsv	2072	28	27	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/ds000248/sub-01/anat/sub-01_FLASH.json	14076	34	33	1
dandi-env/Lib/site-packages/bidsschematools/tests/data/bids-examples/eeg_cbm/sub-cbm009/sub-cbm009_scans.tsv	2368	32	31	1
